,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustSpeed,Humidity9am,Humidity3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
71605,7.4,17.0,1.0,1.4,9.0,31.0,84.0,42.0,4.0,1.0,8.6,16.5,0,0
71606,2.9,15.9,0.0,3.0,6.6,48.0,85.0,44.0,7.0,1.0,8.3,15.6,0,0
71607,4.9,16.2,0.0,1.6,9.4,33.0,74.0,50.0,5.0,2.0,10.7,15.5,0,0
71608,2.4,18.4,0.0,1.8,8.6,22.0,92.0,42.0,0.0,0.0,5.8,18.0,0,0
71609,2.2,21.0,0.0,1.8,7.9,24.0,79.0,35.0,1.0,3.0,8.6,20.7,0,0
71610,6.0,20.7,0.0,2.2,8.0,22.0,79.0,44.0,8.0,8.0,10.0,19.9,0,0
71611,6.6,17.4,0.0,1.8,2.3,35.0,90.0,41.0,7.0,7.0,7.8,17.0,0,0
71612,3.1,14.8,0.0,1.6,8.7,31.0,94.0,38.0,1.0,1.0,5.7,14.4,0,0
71613,1.6,14.1,0.0,2.2,4.0,35.0,91.0,53.0,8.0,6.0,5.5,13.3,0,1
71614,5.5,15.5,4.4,0.6,6.6,61.0,68.0,48.0,3.0,4.0,10.7,15.1,1,0
71615,2.7,14.8,0.0,2.8,9.0,31.0,83.0,42.0,0.0,1.0,5.7,14.4,0,0
71616,0.5,14.8,0.0,2.4,7.8,35.0,93.0,47.0,0.0,5.0,3.0,13.9,0,0
71617,0.1,13.7,0.0,2.6,8.5,28.0,94.0,45.0,0.0,0.0,3.1,13.2,0,0
71618,0.7,13.3,0.0,1.0,0.9,24.0,81.0,53.0,7.0,7.0,6.7,13.1,0,0
71619,4.0,15.4,0.0,1.6,3.5,31.0,80.0,41.0,7.0,5.0,7.6,13.9,0,0
71620,-2.6,15.8,0.0,0.8,8.2,19.0,96.0,39.0,1.0,1.0,2.6,15.5,0,0
71621,0.2,17.7,0.0,2.2,6.1,31.0,90.0,37.0,6.0,3.0,4.8,17.1,0,0
71622,4.4,19.5,0.0,1.6,7.5,37.0,72.0,26.0,6.0,2.0,7.6,19.0,0,0
71623,7.6,18.5,0.4,3.4,1.6,41.0,68.0,36.0,7.0,7.0,12.0,17.3,0,0
71624,4.8,17.8,0.0,2.2,6.0,30.0,86.0,37.0,7.0,3.0,7.7,17.3,0,0
71625,4.7,17.9,0.0,1.8,8.7,33.0,75.0,37.0,1.0,1.0,7.7,17.0,0,0
71626,5.4,17.1,0.0,2.4,5.2,33.0,89.0,54.0,1.0,7.0,8.2,16.1,0,0
71627,8.1,18.2,0.0,1.6,5.1,31.0,94.0,48.0,7.0,7.0,10.3,17.7,0,0
71628,7.4,17.5,0.0,1.0,8.1,24.0,95.0,48.0,2.0,1.0,10.8,16.7,0,0
71629,3.4,19.1,0.0,2.6,8.5,50.0,83.0,30.0,1.0,1.0,8.2,18.7,0,0
71630,8.2,14.2,0.0,4.8,0.6,43.0,49.0,55.0,8.0,8.0,12.0,13.1,0,1
71631,6.9,10.7,3.0,0.4,2.5,44.0,93.0,86.0,7.0,7.0,7.7,8.6,1,0
71632,-1.1,14.3,0.2,0.6,8.2,30.0,94.0,45.0,1.0,3.0,3.1,13.6,0,0
71633,3.1,17.4,0.0,1.6,5.8,30.0,78.0,47.0,7.0,6.0,9.0,15.9,0,0
71634,4.5,17.5,0.0,1.6,5.0,26.0,84.0,50.0,5.0,7.0,9.5,16.3,0,0
71635,6.1,15.2,0.0,1.6,8.1,26.0,100.0,46.0,8.0,6.0,7.9,14.7,0,0
71636,-2.3,13.1,0.0,2.0,8.0,17.0,96.0,40.0,0.0,0.0,1.5,12.2,0,0
71638,2.6,18.4,0.0,1.8,6.2,59.0,61.0,48.0,6.0,7.0,9.9,14.9,0,0
71639,5.7,15.3,0.0,3.0,6.6,43.0,78.0,38.0,3.0,7.0,8.3,13.7,0,0
71640,1.0,15.1,0.0,2.4,8.1,46.0,92.0,34.0,1.0,6.0,4.2,14.7,0,0
71641,2.6,13.6,0.0,2.2,3.5,33.0,88.0,45.0,7.0,7.0,7.4,13.0,0,0
71642,4.4,16.9,0.0,1.4,6.6,30.0,72.0,41.0,2.0,5.0,8.4,16.6,0,0
71647,5.1,15.5,0.0,3.2,0.9,30.0,57.0,40.0,7.0,8.0,9.6,15.1,0,0
71648,7.4,18.6,0.0,1.4,0.8,26.0,73.0,43.0,7.0,7.0,10.4,17.9,0,1
71649,10.0,13.1,10.4,1.6,0.6,28.0,97.0,86.0,7.0,7.0,11.5,12.9,1,1
71650,4.4,14.6,5.8,0.8,2.9,24.0,83.0,56.0,4.0,7.0,8.1,14.3,1,1
71651,8.1,20.5,10.0,1.6,6.4,35.0,97.0,65.0,7.0,7.0,11.6,19.3,1,1
71652,8.5,17.5,12.8,0.8,6.5,50.0,94.0,64.0,2.0,5.0,10.4,15.7,1,0
71653,5.4,14.3,0.0,1.8,4.8,54.0,83.0,66.0,7.0,6.0,7.9,11.3,0,0
71654,3.7,16.3,0.4,1.5,6.8,39.0,88.0,48.0,1.0,3.0,7.5,15.9,0,0
71655,5.9,18.5,0.0,2.0,8.7,26.0,81.0,46.0,1.0,6.0,8.9,17.1,0,0
71656,2.8,17.9,0.0,2.0,8.6,33.0,81.0,34.0,0.0,1.0,8.5,17.3,0,0
71657,4.3,14.7,0.0,2.4,8.2,35.0,82.0,39.0,5.0,5.0,6.8,13.2,0,0
71659,4.1,17.0,0.4,2.3,3.0,24.0,87.0,57.0,3.0,6.0,7.3,16.2,0,0
71660,5.6,17.2,0.2,2.6,7.2,30.0,100.0,52.0,0.0,4.0,7.7,16.2,0,0
71661,4.7,17.8,0.0,1.4,6.2,30.0,100.0,48.0,6.0,5.0,7.1,16.4,0,0
71663,4.9,16.9,0.0,2.6,3.2,31.0,79.0,42.0,7.0,7.0,7.9,16.1,0,0
71664,5.4,19.8,0.0,1.6,2.6,39.0,72.0,34.0,7.0,7.0,9.6,18.5,0,1
71665,5.3,16.3,1.2,1.6,8.3,44.0,83.0,42.0,0.0,6.0,7.5,16.0,1,0
71666,7.5,16.2,0.0,3.2,5.9,43.0,88.0,54.0,7.0,6.0,10.0,15.9,0,0
71667,5.3,15.7,0.2,2.2,2.8,31.0,95.0,63.0,7.0,7.0,9.3,15.5,0,0
71668,3.5,13.7,0.0,1.2,3.6,48.0,94.0,50.0,2.0,7.0,6.6,13.0,0,0
71669,2.4,14.6,0.0,1.4,8.4,43.0,92.0,44.0,1.0,3.0,5.6,13.1,0,0
71670,3.0,13.7,0.0,2.2,6.2,30.0,85.0,49.0,1.0,5.0,6.7,13.1,0,0
71672,1.4,16.6,0.0,2.0,7.2,50.0,74.0,32.0,7.0,6.0,6.2,15.5,0,0
71675,7.7,19.6,0.0,2.8,8.7,50.0,42.0,30.0,1.0,4.0,13.7,18.2,0,0
71676,3.2,14.8,0.0,4.4,3.9,24.0,88.0,47.0,1.0,7.0,8.0,14.2,0,0
71677,0.7,19.4,0.0,1.6,9.5,44.0,66.0,27.0,1.0,0.0,9.3,18.8,0,0
71678,7.6,18.6,0.0,4.6,1.8,39.0,43.0,29.0,7.0,7.0,11.6,18.4,0,1
71679,6.2,15.4,3.8,1.8,7.6,56.0,87.0,41.0,3.0,7.0,8.5,14.4,1,0
71680,3.5,14.9,0.0,3.2,3.5,37.0,86.0,48.0,1.0,8.0,8.0,14.4,0,0
71683,0.8,19.6,0.0,2.6,6.7,37.0,85.0,26.0,0.0,5.0,8.3,18.9,0,0
71684,8.2,18.9,0.2,3.0,7.9,39.0,76.0,51.0,5.0,6.0,9.9,16.9,0,0
71685,5.0,18.0,0.0,2.6,7.8,37.0,79.0,36.0,6.0,7.0,10.4,16.8,0,0
71689,7.5,15.8,0.0,3.8,3.8,22.0,84.0,52.0,6.0,7.0,9.9,15.0,0,0
71690,9.3,17.3,0.0,1.6,1.3,31.0,70.0,33.0,8.0,7.0,11.6,15.9,0,0
71691,6.3,20.6,0.0,3.0,4.2,48.0,42.0,18.0,4.0,7.0,12.9,19.8,0,0
71692,11.1,22.2,0.2,5.4,7.9,54.0,36.0,21.0,3.0,7.0,16.6,20.9,0,1
71693,7.9,18.7,1.8,3.8,6.1,72.0,86.0,28.0,7.0,6.0,11.2,17.7,1,0
71694,6.1,16.7,0.6,4.6,5.6,44.0,72.0,39.0,7.0,6.0,9.5,14.6,0,0
71695,3.6,16.2,0.0,2.8,7.2,33.0,79.0,42.0,1.0,7.0,9.4,15.2,0,0
71696,7.0,15.5,0.0,2.6,6.5,30.0,87.0,40.0,7.0,2.0,10.0,14.4,0,0
71697,0.2,18.6,0.0,2.6,9.3,33.0,63.0,23.0,7.0,7.0,9.5,18.3,0,0
71698,6.5,22.8,0.0,4.0,8.2,59.0,37.0,18.0,1.0,5.0,13.6,22.1,0,0
71699,12.3,20.8,0.0,9.2,9.7,59.0,54.0,33.0,1.0,4.0,14.3,19.5,0,0
71700,6.5,15.8,0.0,4.6,8.2,44.0,68.0,32.0,5.0,7.0,9.6,14.9,0,0
71701,1.8,18.5,0.0,3.2,8.4,39.0,73.0,39.0,2.0,7.0,9.1,16.3,0,0
71702,5.4,18.5,0.0,2.8,9.3,28.0,97.0,41.0,5.0,0.0,8.1,17.0,0,0
71703,3.2,23.6,0.0,5.0,10.9,28.0,38.0,20.0,1.0,0.0,13.3,23.4,0,0
71704,6.1,25.7,0.0,5.0,10.7,30.0,30.0,12.0,1.0,7.0,15.7,24.6,0,0
71706,14.7,23.1,0.0,10.6,8.2,61.0,15.0,13.0,7.0,1.0,21.5,22.2,0,0
71707,10.4,21.8,0.0,8.2,9.5,61.0,51.0,23.0,0.0,1.0,14.7,21.1,0,0
71708,7.7,17.4,0.8,6.2,9.7,57.0,66.0,39.0,1.0,5.0,11.4,16.1,0,0
71709,7.0,19.1,0.0,4.6,7.5,39.0,67.0,42.0,3.0,7.0,12.5,16.8,0,0
71710,10.0,19.8,0.0,5.0,9.6,35.0,47.0,29.0,5.0,1.0,13.1,18.7,0,0
71711,3.6,23.6,0.0,3.6,10.9,28.0,49.0,15.0,0.0,0.0,13.3,22.6,0,0
71712,2.9,25.8,0.0,4.0,10.9,30.0,48.0,14.0,0.0,0.0,14.9,24.8,0,0
71713,9.0,29.9,0.0,6.8,9.6,63.0,21.0,6.0,0.0,5.0,19.5,28.3,0,0
71717,8.4,23.1,0.0,4.0,8.2,37.0,58.0,30.0,7.0,4.0,14.5,21.4,0,0
71718,7.0,20.9,0.0,4.0,8.7,28.0,77.0,38.0,7.0,7.0,11.9,19.2,0,1
71719,8.4,19.3,11.2,4.8,10.2,44.0,84.0,41.0,3.0,3.0,12.1,17.4,1,0
71720,5.7,20.1,0.0,3.2,3.5,31.0,71.0,33.0,7.0,7.0,12.9,19.5,0,0
71721,9.9,30.8,0.0,3.8,6.8,67.0,36.0,12.0,1.0,3.0,18.2,30.2,0,0
71722,9.2,23.3,0.0,9.0,10.9,35.0,64.0,24.0,2.0,1.0,15.2,22.3,0,0
71723,6.7,25.7,0.0,4.6,10.4,35.0,46.0,17.0,0.0,1.0,16.5,24.9,0,0
71724,11.2,21.4,0.0,7.0,11.0,46.0,52.0,18.0,1.0,2.0,15.1,20.7,0,0
71725,5.5,18.3,0.0,7.0,10.9,31.0,54.0,26.0,1.0,0.0,11.8,17.1,0,0
71726,1.7,21.6,0.0,5.2,11.2,24.0,46.0,19.0,1.0,1.0,13.2,20.7,0,0
71727,7.0,26.0,0.0,5.0,5.1,48.0,22.0,11.0,1.0,7.0,18.5,24.0,0,0
71728,16.0,36.4,0.0,8.4,8.7,50.0,8.0,7.0,7.0,7.0,24.2,35.6,0,0
71731,2.6,18.7,0.0,5.0,7.5,31.0,56.0,27.0,6.0,5.0,11.7,17.4,0,0
71732,5.5,22.1,0.0,4.0,10.8,31.0,66.0,24.0,0.0,0.0,12.9,20.9,0,0
71733,5.0,24.2,0.0,5.2,11.5,24.0,53.0,26.0,0.0,0.0,15.5,23.2,0,0
71734,6.5,30.2,0.0,5.4,11.5,31.0,34.0,10.0,1.0,0.0,20.3,28.9,0,0
71735,9.5,33.7,0.0,7.6,11.1,50.0,18.0,2.0,0.0,1.0,24.5,32.6,0,0
71736,14.0,25.6,0.0,7.8,5.0,28.0,54.0,26.0,5.0,7.0,16.7,24.1,0,1
71737,12.1,21.4,2.4,6.0,6.8,48.0,80.0,60.0,7.0,6.0,15.0,16.1,1,0
71738,3.4,20.0,0.0,4.6,10.3,31.0,77.0,28.0,0.0,1.0,9.3,18.9,0,0
71739,4.4,22.9,0.0,5.6,10.9,30.0,62.0,23.0,3.0,1.0,11.4,21.4,0,0
71740,7.2,22.5,0.0,5.4,11.6,35.0,53.0,20.0,1.0,1.0,13.1,20.9,0,0
71741,6.0,18.9,0.0,6.6,7.8,54.0,67.0,27.0,6.0,7.0,11.2,17.1,0,0
71746,14.6,32.8,0.0,9.0,7.5,50.0,20.0,4.0,7.0,7.0,20.6,31.4,0,0
71747,14.9,26.6,0.0,10.0,4.3,44.0,49.0,31.0,7.0,8.0,17.9,25.2,0,0
71748,5.7,22.4,0.0,5.2,11.2,31.0,60.0,23.0,1.0,0.0,12.6,21.0,0,0
71749,7.1,28.0,0.0,5.8,8.3,31.0,40.0,15.0,7.0,5.0,16.2,26.7,0,0
71751,7.7,29.2,0.0,8.2,10.0,28.0,70.0,14.0,1.0,1.0,14.0,27.2,0,0
71754,8.9,28.3,0.0,8.0,11.9,52.0,18.0,4.0,6.0,5.0,17.4,26.2,0,0
71756,13.9,23.3,0.0,11.4,5.9,50.0,60.0,36.0,7.0,7.0,16.9,22.5,0,0
71757,5.7,22.1,0.0,7.4,8.0,48.0,47.0,24.0,2.0,4.0,13.0,20.7,0,0
71758,5.2,23.9,0.0,7.4,12.5,37.0,51.0,24.0,0.0,1.0,12.5,21.4,0,0
71759,5.9,26.6,0.0,5.8,12.5,30.0,54.0,15.0,1.0,3.0,13.7,25.2,0,0
71760,8.1,31.2,0.0,8.0,12.3,44.0,35.0,8.0,3.0,5.0,19.9,30.0,0,0
71761,9.6,34.0,0.0,8.0,12.6,28.0,23.0,6.0,1.0,1.0,24.0,33.4,0,0
71762,18.1,37.7,0.0,10.0,7.6,44.0,21.0,3.0,6.0,7.0,25.6,35.7,0,0
71763,12.8,24.3,0.4,11.0,12.0,52.0,63.0,25.0,5.0,4.0,15.6,23.6,0,0
71764,6.9,23.8,0.0,8.0,11.5,39.0,55.0,22.0,1.0,3.0,12.6,21.2,0,0
71765,11.6,27.8,0.0,9.6,10.5,24.0,45.0,19.0,4.0,6.0,17.1,25.8,0,0
71766,13.2,37.1,0.0,7.4,12.8,43.0,21.0,9.0,1.0,2.0,24.2,34.9,0,0
71767,23.4,33.3,0.0,14.0,1.7,56.0,16.0,22.0,8.0,8.0,28.2,31.7,0,0
71768,17.0,27.6,0.6,8.8,2.4,46.0,47.0,24.0,8.0,8.0,19.9,25.6,0,1
71769,15.3,28.7,1.6,4.2,5.6,35.0,59.0,32.0,8.0,2.0,16.4,25.6,1,0
71772,7.2,25.5,0.0,18.0,13.2,30.0,37.0,9.0,1.0,1.0,14.3,23.2,0,0
71773,9.3,31.9,0.0,8.0,12.8,39.0,22.0,5.0,0.0,1.0,21.5,29.1,0,0
71774,16.7,31.5,0.0,12.0,12.9,43.0,20.0,20.0,5.0,1.0,24.8,30.3,0,0
71775,9.1,26.0,0.0,13.0,12.9,37.0,46.0,10.0,1.0,6.0,14.4,23.5,0,0
71776,8.0,29.2,0.0,8.0,10.8,35.0,44.0,10.0,7.0,5.0,15.1,27.3,0,0
71777,11.5,27.7,0.0,6.4,2.3,46.0,25.0,11.0,7.0,8.0,18.7,27.1,0,0
71778,13.1,26.1,0.2,6.4,11.7,41.0,65.0,17.0,3.0,1.0,16.0,23.5,0,0
71779,8.7,26.5,0.2,9.6,12.0,31.0,53.0,20.0,8.0,2.0,14.7,24.5,0,0
71780,8.8,26.3,0.0,8.5,13.4,35.0,56.0,19.0,1.0,0.0,15.0,24.3,0,0
71781,9.4,28.8,0.0,7.2,13.4,28.0,40.0,6.0,1.0,1.0,17.1,26.8,0,0
71782,12.3,33.7,0.0,9.6,11.8,46.0,27.0,7.0,7.0,5.0,22.5,31.4,0,0
71783,15.3,27.9,0.0,13.0,11.3,46.0,58.0,22.0,1.0,2.0,18.3,26.1,0,0
71784,10.6,29.3,0.0,10.6,13.0,35.0,39.0,11.0,3.0,1.0,16.3,26.2,0,0
71785,12.4,32.3,0.0,10.2,10.5,24.0,43.0,19.0,4.0,6.0,21.2,29.9,0,0
71786,17.8,38.2,0.0,8.2,7.5,35.0,23.0,11.0,7.0,3.0,25.6,35.9,0,0
71787,18.1,37.1,0.0,9.2,11.8,37.0,38.0,19.0,6.0,6.0,23.4,34.9,0,0
71788,21.2,35.5,0.0,13.0,7.0,39.0,53.0,21.0,8.0,6.0,21.7,34.4,0,0
71789,21.2,37.4,0.2,10.4,9.6,37.0,66.0,22.0,5.0,1.0,23.5,36.5,0,0
71790,20.6,39.8,0.0,10.6,12.7,35.0,55.0,25.0,2.0,3.0,26.0,37.3,0,0
71791,23.2,45.5,0.0,10.0,10.3,74.0,23.0,8.0,1.0,5.0,33.7,42.7,0,0
71793,16.4,36.4,0.0,10.8,13.7,44.0,38.0,6.0,1.0,2.0,23.4,34.0,0,0
71794,15.8,34.1,0.0,13.6,13.7,33.0,55.0,17.0,1.0,3.0,19.4,31.3,0,0
71795,16.9,40.0,0.0,11.4,13.3,31.0,22.0,10.0,1.0,0.0,26.6,38.0,0,0
71796,23.8,44.2,0.0,12.0,13.4,37.0,19.0,7.0,0.0,0.0,32.5,43.0,0,0
71797,22.7,44.0,0.0,16.6,13.3,37.0,27.0,10.0,3.0,2.0,27.8,40.7,0,0
71798,19.7,40.7,0.0,18.0,13.4,46.0,31.0,11.0,1.0,0.0,23.2,37.7,0,0
71799,20.7,44.2,0.0,15.2,13.4,35.0,40.0,12.0,0.0,0.0,25.7,41.5,0,0
71800,25.2,38.9,0.0,13.2,13.3,61.0,14.0,10.0,2.0,1.0,28.6,37.6,0,0
71801,11.4,27.4,0.0,17.0,12.5,54.0,41.0,18.0,1.0,3.0,16.7,25.0,0,0
71802,11.8,32.6,0.0,9.2,13.2,26.0,41.0,15.0,0.0,0.0,18.4,29.4,0,0
71803,18.3,43.3,0.0,9.4,12.8,43.0,11.0,3.0,1.0,1.0,29.6,41.1,0,0
71804,19.4,30.8,0.0,18.2,4.4,35.0,44.0,24.0,7.0,7.0,20.7,26.4,0,0
71805,19.0,24.6,0.0,8.0,0.6,46.0,45.0,54.0,7.0,8.0,21.4,19.8,0,1
71806,8.5,25.9,1.2,4.6,7.6,37.0,63.0,22.0,4.0,7.0,15.5,24.8,1,0
71807,11.9,34.9,0.0,6.2,13.4,39.0,35.0,9.0,1.0,1.0,21.1,32.7,0,0
71808,16.3,38.7,0.0,10.2,13.4,24.0,29.0,8.0,5.0,2.0,26.4,36.9,0,0
71809,20.4,45.0,0.0,12.0,12.8,48.0,15.0,9.0,1.0,1.0,31.2,42.9,0,0
71811,17.3,30.0,0.0,16.0,11.4,50.0,45.0,18.0,7.0,4.0,18.2,26.3,0,0
71812,14.1,33.7,0.0,10.2,13.1,35.0,46.0,15.0,1.0,0.0,18.8,30.6,0,0
71813,15.5,37.4,0.0,10.0,13.4,35.0,47.0,9.0,0.0,1.0,22.5,35.4,0,0
71814,15.5,33.6,0.0,13.2,13.4,37.0,57.0,11.0,0.0,0.0,18.8,31.4,0,0
71815,17.0,32.7,0.0,12.0,13.4,33.0,50.0,26.0,0.0,0.0,21.0,29.8,0,0
71816,15.7,39.4,0.0,9.2,13.4,26.0,35.0,11.0,1.0,1.0,23.1,36.3,0,0
71817,22.6,31.3,0.0,16.0,10.4,44.0,28.0,28.0,7.0,6.0,27.1,28.6,0,0
71818,13.6,30.2,0.0,12.0,12.4,43.0,46.0,12.0,0.0,0.0,17.2,27.6,0,0
71819,12.8,30.1,0.0,10.8,13.4,39.0,49.0,20.0,0.0,0.0,16.9,27.7,0,0
71820,14.7,30.9,0.0,9.8,12.8,52.0,53.0,20.0,0.0,0.0,18.6,29.1,0,0
71821,13.3,26.7,0.0,10.6,13.1,44.0,48.0,15.0,1.0,1.0,16.0,25.2,0,0
71822,11.1,29.0,0.0,12.0,13.3,31.0,42.0,20.0,0.0,0.0,17.2,25.7,0,0
71824,11.1,28.9,0.0,8.0,11.5,41.0,62.0,31.0,0.0,1.0,14.5,26.7,0,0
71825,14.5,29.1,0.0,8.0,12.2,46.0,49.0,21.0,1.0,1.0,18.7,27.1,0,0
71826,16.7,30.6,0.0,10.6,10.3,44.0,58.0,34.0,0.0,3.0,19.1,29.2,0,0
71827,19.1,33.7,0.0,9.6,11.4,48.0,55.0,31.0,1.0,1.0,23.2,31.9,0,0
71828,20.5,34.5,0.0,10.0,11.0,37.0,48.0,24.0,2.0,4.0,24.5,33.3,0,0
71829,22.7,34.9,0.0,8.4,6.4,24.0,53.0,30.0,3.0,6.0,27.1,32.6,0,0
71830,24.1,36.7,0.0,8.0,2.0,28.0,47.0,23.0,7.0,6.0,27.1,35.6,0,0
71831,19.8,36.7,0.0,13.4,11.2,30.0,45.0,19.0,0.0,2.0,25.2,35.4,0,0
71832,19.9,36.2,0.0,13.6,7.6,30.0,38.0,20.0,4.0,7.0,25.2,34.1,0,0
71834,20.6,37.2,0.0,8.4,11.3,31.0,37.0,16.0,1.0,3.0,26.1,36.5,0,0
71835,20.6,38.1,0.0,12.0,11.4,48.0,38.0,16.0,1.0,1.0,25.6,36.3,0,0
71836,21.7,29.0,0.0,15.2,10.9,43.0,59.0,29.0,1.0,1.0,21.9,26.9,0,0
71837,11.7,27.2,0.0,10.4,11.4,39.0,56.0,27.0,0.0,0.0,15.2,24.6,0,0
71838,13.0,29.1,0.0,8.4,10.4,30.0,61.0,26.0,0.0,2.0,16.5,26.9,0,0
71840,9.4,23.4,0.0,7.4,9.2,46.0,67.0,19.0,0.0,1.0,11.8,21.5,0,0
71841,8.0,24.8,0.0,8.0,11.3,37.0,55.0,25.0,1.0,1.0,12.7,22.9,0,0
71842,10.7,27.9,0.0,5.8,11.3,30.0,64.0,17.0,0.0,5.0,15.0,26.6,0,0
71843,10.1,33.1,0.0,7.0,9.4,39.0,42.0,7.0,1.0,6.0,17.4,31.3,0,0
71844,17.4,30.2,0.0,10.0,8.2,63.0,38.0,35.0,7.0,4.0,24.2,26.6,0,0
71846,9.6,27.0,0.0,5.2,10.6,31.0,51.0,30.0,1.0,1.0,15.5,25.8,0,0
71847,11.8,28.7,0.0,4.6,11.1,41.0,55.0,26.0,1.0,1.0,15.9,27.2,0,0
71848,11.5,29.0,0.0,6.4,9.3,26.0,72.0,34.0,4.0,6.0,16.3,26.9,0,0
71849,14.6,34.8,0.0,6.6,11.2,28.0,49.0,19.0,2.0,1.0,20.4,33.4,0,0
71850,20.4,37.8,0.0,8.8,6.0,50.0,21.0,23.0,2.0,7.0,26.7,35.6,0,1
71851,15.3,23.9,10.4,9.6,6.1,41.0,93.0,40.0,8.0,7.0,16.2,21.2,1,0
71854,11.9,24.8,0.4,1.6,6.0,31.0,93.0,41.0,7.0,5.0,15.2,22.3,0,0
71855,10.4,22.5,0.0,5.0,9.1,31.0,73.0,41.0,4.0,4.0,13.5,21.0,0,0
71856,11.2,25.9,0.0,4.0,5.0,31.0,78.0,44.0,7.0,7.0,13.9,23.3,0,0
71857,12.0,22.7,0.0,4.0,9.4,35.0,72.0,27.0,7.0,1.0,13.3,21.5,0,0
71858,7.2,24.2,0.0,6.0,10.1,22.0,70.0,29.0,0.0,2.0,10.4,22.4,0,0
71859,9.6,31.0,0.0,4.6,10.2,26.0,57.0,22.0,1.0,1.0,15.7,29.9,0,0
71860,14.5,31.1,0.0,5.8,10.2,31.0,55.0,21.0,3.0,4.0,18.1,30.7,0,0
71861,13.7,32.1,0.0,7.6,10.3,26.0,36.0,21.0,2.0,6.0,23.3,30.3,0,0
71862,14.8,31.3,0.0,5.8,10.1,28.0,33.0,22.0,7.0,5.0,23.4,30.3,0,0
71863,12.6,30.8,0.0,6.0,10.8,28.0,50.0,21.0,1.0,2.0,21.4,29.9,0,0
71864,11.8,31.5,0.0,6.8,10.8,43.0,47.0,14.0,0.0,1.0,17.9,30.8,0,0
71865,11.4,31.0,0.0,6.0,10.5,22.0,28.0,14.0,7.0,7.0,19.2,30.2,0,0
71866,12.9,32.4,0.0,5.6,10.5,30.0,44.0,13.0,0.0,2.0,20.0,32.0,0,0
71868,16.3,28.8,0.0,6.2,5.1,39.0,28.0,27.0,7.0,7.0,23.0,27.1,0,0
71869,9.9,24.1,0.0,6.8,9.8,35.0,70.0,33.0,2.0,5.0,15.9,22.8,0,0
71870,7.0,21.9,0.0,4.6,9.2,28.0,62.0,26.0,7.0,0.0,13.1,21.3,0,0
71871,6.6,23.1,0.0,3.8,9.4,31.0,54.0,27.0,7.0,1.0,12.0,22.8,0,0
71872,6.4,22.3,0.0,4.0,10.5,37.0,56.0,33.0,5.0,2.0,12.7,22.0,0,0
71874,1.1,20.3,0.0,4.0,10.3,20.0,57.0,22.0,1.0,1.0,9.2,19.4,0,0
71875,4.3,16.7,0.0,3.4,0.7,43.0,39.0,83.0,8.0,8.0,11.6,11.4,0,1
71876,8.7,21.3,2.8,1.0,7.1,30.0,84.0,47.0,7.0,7.0,13.3,19.6,1,0
71877,8.5,20.1,0.0,2.2,5.9,31.0,89.0,39.0,7.0,7.0,13.5,18.8,0,0
71878,10.8,22.0,0.0,3.6,7.3,30.0,61.0,35.0,7.0,4.0,15.5,20.3,0,0
71879,8.3,24.7,0.0,3.6,9.0,35.0,82.0,35.0,1.0,5.0,14.9,23.3,0,0
71880,8.0,24.9,0.0,4.0,9.9,26.0,67.0,37.0,0.0,1.0,15.8,24.2,0,0
71881,11.0,28.4,0.0,3.4,9.6,43.0,47.0,12.0,2.0,3.0,18.2,28.1,0,0
71882,15.7,26.6,0.0,7.6,9.9,28.0,26.0,35.0,2.0,1.0,19.5,25.6,0,1
71883,13.8,16.9,1.4,4.6,0.5,26.0,92.0,82.0,8.0,8.0,13.9,16.4,1,1
71884,10.8,20.3,2.0,1.4,3.4,24.0,83.0,56.0,7.0,7.0,13.2,19.7,1,0
71886,3.2,19.7,0.0,4.0,9.7,26.0,66.0,23.0,0.0,1.0,10.9,19.2,0,0
71887,1.9,24.0,0.0,4.0,8.4,39.0,46.0,9.0,5.0,7.0,11.1,23.1,0,0
71888,11.1,20.7,0.0,5.2,9.8,43.0,69.0,19.0,4.0,2.0,16.7,20.0,0,0
71889,3.9,18.2,0.0,4.0,9.6,30.0,61.0,34.0,6.0,2.0,9.1,17.2,0,0
71890,4.6,20.4,0.0,1.8,6.4,28.0,63.0,25.0,7.0,4.0,9.7,19.5,0,0
71891,9.7,26.2,0.0,2.8,9.2,28.0,40.0,15.0,4.0,1.0,15.7,25.3,0,0
71892,9.5,28.5,0.0,6.6,10.0,24.0,53.0,24.0,1.0,2.0,16.8,28.3,0,0
71893,13.0,27.5,0.0,4.0,9.4,35.0,58.0,23.0,0.0,1.0,18.4,27.1,0,0
71896,12.8,20.1,0.0,7.8,0.5,24.0,39.0,89.0,7.0,8.0,17.5,14.5,0,1
71897,10.7,16.0,4.4,0.6,8.3,37.0,83.0,50.0,1.0,5.0,11.4,14.5,1,0
71898,7.6,15.5,0.0,3.0,4.2,31.0,79.0,67.0,1.0,7.0,10.6,14.7,0,0
71899,9.2,18.6,0.8,1.0,3.5,43.0,92.0,61.0,7.0,6.0,11.9,16.9,0,1
71900,10.0,17.4,2.0,1.6,6.8,33.0,92.0,69.0,3.0,3.0,11.9,15.3,1,0
